id,简介,小区,户型,面积,关注人数,观看次数,发布时间,房价,单价/平,城区,经度,纬度
17365,精装两居 带独立餐厅 带产权地下室 景观楼层,金色漫香林二期 , 2室2厅 , 89.13 ,122,22, 4个月以前发布,475.0,53293,大兴,116.527286,39.829962
17366,美利新世界 3室2厅 850万,美利新世界 , 3室2厅 , 154.52 ,17,6, 1个月以前发布,850.0,55010,大兴,116.452235,39.820236
17367,育龙家园 4室2厅 720万,育龙家园 , 4室2厅 , 155.46 ,5,2, 19天以前发布,720.0,46315,大兴,116.455694,39.807011
17368,新居里 3室2厅 400万,新居里 , 3室2厅 , 114.5 ,36,5, 1个月以前发布,400.0,34935,大兴,116.362397,39.746706
17369,瑞海家园五区 3室2厅 510万,瑞海家园五区 , 3室2厅 , 133.5 ,12,5, 21天以前发布,510.0,38203,大兴,116.343657,39.788825
17370,宏福园南北两居室，格局好，价格适中,宏福园 , 2室1厅 , 76.18 ,32,18, 1个月以前发布,350.0,45944,大兴,116.347785,39.802901
17371,枣园北里 2室1厅 320万,枣园北里 , 2室1厅 , 71.75 ,21,7, 27天以前发布,320.0,44600,大兴,116.329607,39.758883
17372,兴华中里 2室1厅 350万,兴华中里 , 2室1厅 , 77.12 ,18,7, 18天以前发布,350.0,45384,大兴,116.336972,39.738451
17373,月桂庄园 3室2厅 680万,月桂庄园 , 3室2厅 , 146.22 ,3,8, 1个月以前发布,680.0,46506,大兴,116.342803,39.792081
17374,林校北里 满五年 精装修 带自建 带小院,林校北里 , 2室1厅 , 64.71 ,13,6, 1个月以前发布,350.0,54088,大兴,116.347563,39.729069
17375,福苑99年建成，纯南一居精装，中间楼层，无遮挡,福苑小区 , 1室1厅 , 52.69 ,74,7, 1个月以前发布,225.0,42703,大兴,116.361705,39.761336
17376,旧宫清逸园2居满二年原值130万,清逸园 , 2室1厅 , 64.66 ,41,11, 23天以前发布,302.0,46706,大兴,116.45457,39.809878
17377,黄村西里 2室1厅 275万,黄村西里 , 2室1厅 , 55.03 ,38,8, 23天以前发布,275.0,49973,大兴,116.340971,39.741186
17378,保利茉莉公馆 2室1厅 520万,保利茉莉公馆 , 2室1厅 , 85 ,62,9, 22天以前发布,520.0,61177,大兴,116.335491,39.780886
17379,业主诚心出售，满五并且仅有，价钱合理。,隆盛园 , 2室1厅 , 85.96 ,103,9, 25天以前发布,240.0,27920,大兴,116.328202,39.62674
17380,新安里 3室2厅 350万,新安里 , 3室2厅 , 123.48 ,32,1, 19天以前发布,350.0,28345,大兴,116.36203,39.745873
17381,精装修，全南朝向，采光好，楼下就是永辉超市,鸿坤理想城大满贯 , 1室1厅 , 68.02 ,11,4, 28天以前发布,315.0,46310,大兴,116.350111,39.797633
17382,住总万科橙 3室1厅 460万,住总万科橙 , 3室1厅 , 93.82 ,58,24, 23天以前发布,460.0,49031,大兴,116.329938,39.694097
17383,金地仰山 东区 南北通透 三居室,金地仰山 , 3室2厅 , 137 ,33,27, 21天以前发布,800.0,58395,大兴,116.318055,39.770087
17384,兴政西里 3室1厅 365万,兴政西里 , 3室1厅 , 83.67 ,22,27, 4个月以前发布,365.0,43624,大兴,116.341153,39.734779
17385,兴都苑西区 西南向两居室 满五年,兴都苑 , 2室1厅 , 103 ,15,16, 2个月以前发布,460.0,44661,大兴,116.344664,39.802705
17386,南北通透三居 户型方正 适合老人居住,成和园 , 3室2厅 , 133 ,48,11, 2个月以前发布,540.0,40602,大兴,116.442282,39.822793
17387,保利茉莉公馆 3室2厅 880万,保利茉莉公馆 , 3室2厅 , 139 ,36,68, 1个月以前发布,880.0,63310,大兴,116.335491,39.780886
17388,兴都苑南北通透三居室，精装修。业主诚售,兴都苑 , 3室2厅 , 116.07 ,19,14, 2个月以前发布,468.0,40321,大兴,116.344664,39.802705
17389,旧宫不限购，4层电梯房，带三个阁楼，可注册公司,美利国际 , 4室1厅 , 74.81 ,231,15, 3个月以前发布,200.0,26735,大兴,116.448753,39.820594
17390,蚂蚁工房 温馨两居 精装修  采光好 诚心出售,蚂蚁工房 , 2室1厅 , 89.03 ,70,31, 5个月以前发布,355.0,39875,大兴,116.347204,39.741827
17391,亦庄北岸 1室1厅 310万,亦庄北岸 , 1室1厅 , 63 ,27,23, 1个月以前发布,310.0,49207,大兴,116.470465,39.803697
17392,瑞海家园三区满两年商品房，原值280万,瑞海家园三区 , 3室2厅 , 137.26 ,32,7, 2个月以前发布,540.0,39342,大兴,116.338519,39.789061
17393,三合南里 3室1厅 325万,三合南里 , 3室1厅 , 79.56 ,75,36, 3个月以前发布,325.0,40850,大兴,116.332219,39.74026
17394,房本满两年无增值税 南北通透 自住装修不到2年,金色漫香林四期 , 2室1厅 , 90.82 ,56,9, 2个月以前发布,485.0,53403,大兴,116.527753,39.828834
17395,南北通透 低楼层 小区中间位置 诚心出售      ,郁花园二里 , 2室2厅 , 117.92 ,23,5, 3个月以前发布,550.0,46642,大兴,116.339906,39.781801
17396,瑞海家园两居南北通透格局户型好配套好地铁房,瑞海家园三区 , 2室2厅 , 95.98 ,30,0, 1个月以前发布,405.0,42197,大兴,116.338519,39.789061
17397,西红门瑞海家园二区 满五经适房 诚心出售,瑞海家园二区 , 2室2厅 , 97 ,125,16, 4个月以前发布,400.0,41238,大兴,116.338402,39.792221
17398,宣颐家园 3室2厅 1100万,宣颐家园 , 3室2厅 , 185 ,11,0, 28天以前发布,1100.0,59460,大兴,116.458721,39.817347
17399,兴华园电梯房两居室 采光充足 满五年住房,兴华园 , 2室1厅 , 93 ,51,19, 2个月以前发布,390.0,41936,大兴,116.342551,39.751134
17400,棉花城 5室2厅 2000万,棉花城 , 联排别墅 , 5室2厅 ,6,1, 3个月以前发布,2000.0,67341,大兴,116.286262,39.805489
17401,清和园东区南北通透双南卧三居 新装修改善房,清和园东区 , 3室1厅 , 95.99 ,7,0, 23天以前发布,420.0,43755,大兴,116.442002,39.811582
17402,金色漫香郡 2室1厅 360万,金色漫香郡 , 2室1厅 , 89.07 ,12,0, 23天以前发布,360.0,40418,大兴,116.406687,39.721523
17403,滨河西里北区 3室1厅 380万,滨河西里北区 , 3室1厅 , 93.31 ,10,0, 26天以前发布,380.0,40725,大兴,116.345374,39.759469
17404,滨河西里北区 3室1厅 395万,滨河西里北区 , 3室1厅 , 93.9 ,5,0, 22天以前发布,395.0,42067,大兴,116.345374,39.759469
17405,滨河西里北区 3室1厅 380万,滨河西里北区 , 3室1厅 , 93.31 ,10,0, 26天以前发布,380.0,40725,大兴,116.345374,39.759469
17406,滨河西里北区 3室1厅 395万,滨河西里北区 , 3室1厅 , 93.9 ,5,0, 22天以前发布,395.0,42067,大兴,116.345374,39.759469
17407,美然绿色家园 3室1厅 399万,美然绿色家园 , 3室1厅 , 79 ,19,0, 22天以前发布,399.0,50507,大兴,116.460643,39.806976
17408,首邑溪谷 2室1厅 430万,首邑溪谷 , 2室1厅 , 59.81 ,7,0, 29天以前发布,430.0,71895,大兴,116.31681,39.768231
17409,富力盛悦居 3室1厅 699万,富力盛悦居 , 3室1厅 , 88.14 ,14,0, 20天以前发布,699.0,79306,大兴,116.460185,39.811029
17410,郁花园二里 2室1厅 480万,郁花园二里 , 2室1厅 , 96.7 ,19,0, 19天以前发布,480.0,49639,大兴,116.339906,39.781801
17411,滨河西里北区 3室1厅 400万,滨河西里北区 , 3室1厅 , 93.31 ,2,0, 23天以前发布,400.0,42868,大兴,116.345374,39.759469
17412,此房是南北通透两居，一梯两户双通透，业主诚售,兴城丽源 , 2室2厅 , 84.75 ,20,0, 22天以前发布,350.0,41298,大兴,116.322794,39.75732
17413,满两年 中间楼层 精装修 拎包即住,兴海家园月苑 , 1室1厅 , 63.37 ,20,1, 29天以前发布,320.0,50498,大兴,116.342803,39.799048
17414,南北通透，采光和通风好，前后不临街安静,金色漫香林四期 , 2室1厅 , 89.41 ,12,0, 20天以前发布,650.0,72699,大兴,116.527753,39.828834
17415,马赛公馆 1室1厅 220万,马赛公馆 , 1室1厅 , 48.72 ,6,2, 23天以前发布,220.0,45156,大兴,116.321661,39.751033
17416,瑞海家园精装三居满二年原值高配套完善地铁房,瑞海家园五区 , 3室1厅 , 120.21 ,13,5, 1个月以前发布,520.0,43258,大兴,116.343657,39.788825
17417,此房源满五年，诚心出售，看房随时！,滨河西里北区 , 2室1厅 , 70.02 ,52,5, 1个月以前发布,328.0,46844,大兴,116.345374,39.759469
17418,鸿坤理想城礼域府，南北通透的两居室，低楼层！,鸿坤理想城礼域府 , 2室2厅 , 93.7 ,18,4, 2个月以前发布,550.0,58698,大兴,116.348786,39.799417
17419,枣园尚城 有房本 南北通透 大三居,枣园尚城 , 3室1厅 , 109 ,20,3, 7个月以前发布,520.0,47707,大兴,116.333958,39.762158
17420,三卧朝南，中间楼层3楼，视野宽阔,滨河西里北区 , 3室1厅 , 83.33 ,15,5, 1个月以前发布,362.0,43442,大兴,116.345374,39.759469
17421,宣颐家园红楼有电梯，南北通透房本满五年,宣颐家园 , 2室2厅 , 128.12 ,16,2, 1个月以前发布,630.0,49173,大兴,116.458721,39.817347
17422,清逸西园 南北通透三居 小区旁有物美超市,清逸西园 , 3室2厅 , 126.23 ,11,3, 2个月以前发布,530.0,41987,大兴,116.448937,39.80951
17423,兴海家园 一层南北两居 距离地铁站688米,兴海家园星苑 , 2室1厅 , 76.47 ,21,16, 2个月以前发布,435.0,56886,大兴,116.342803,39.797448
17424,超大客厅 主卧很大 近地铁 近超市银行,瑞海家园二区 , 3室2厅 , 137.5 ,20,15, 1个月以前发布,535.0,38910,大兴,116.338402,39.792221
17425,满两年 中间楼层 业主自住 远离京开,金融街融汇 , 2室1厅 , 73.24 ,80,13, 1个月以前发布,348.0,47516,大兴,116.329598,39.682354
17426,福苑小区西区，02年粉色楼，中间楼层，满五年,福苑小区 , 3室1厅 , 99.23 ,30,11, 2个月以前发布,365.0,36784,大兴,116.361705,39.761336
17427,房子满俩年，南北通透，高楼层。,金色漫香林五期 , 2室1厅 , 90.87 ,38,20, 1个月以前发布,475.0,52273,大兴,116.533188,39.830749
17428,鸿坤理想城礼域府 东西通透无遮挡 无抵押 精装自住,鸿坤理想城礼域府 , 2室1厅 , 95.12 ,19,13, 1个月以前发布,520.0,54668,大兴,116.348786,39.799417
17429,兴海家园星苑 低楼层2层 南向一居,兴海家园星苑 , 1室1厅 , 58.32 ,63,15, 1个月以前发布,320.0,54870,大兴,116.342803,39.797448
17430,位置好，不临街不把边，电梯新房，满五年，双卧朝南,丽园C区 , 3室2厅 , 141.26 ,45,19, 3个月以前发布,650.0,46015,大兴,116.326757,39.75326
17431,清和园小区 南北向 双阳台 满五年,清和园 , 2室1厅 , 71.57 ,47,16, 2个月以前发布,320.0,44712,大兴,116.439254,39.811499
17432,三羊里南北通透两居室 采光好 视野好,三羊里 , 2室1厅 , 71.4 ,106,19, 2个月以前发布,295.0,41317,大兴,116.524384,39.824643
17433,育龙家园，眼镜三居，南北双通透,育龙家园 , 3室2厅 , 140.09 ,14,2, 1个月以前发布,570.0,40689,大兴,116.455694,39.807011
17434,润龙家园   南北通透两居室采光充足  业主自住,润龙家园 , 2室1厅 , 85.75 ,55,25, 2个月以前发布,415.0,48397,大兴,116.452967,39.818019
17435,礼域府东南向一居室，采光好，视野佳,鸿坤理想城礼域府 , 1室1厅 , 66.81 ,31,27, 2个月以前发布,390.0,58375,大兴,116.348786,39.799417
17436,德茂佳苑 2室1厅 400万,德茂佳苑 , 2室1厅 , 84 ,14,12, 2个月以前发布,400.0,47620,大兴,116.445417,39.783232
17437,电梯复式 有露台 南北通透 满五年,宣颐家园 , 4室1厅 , 181.34 ,59,15, 6个月以前发布,800.0,44117,大兴,116.458721,39.817347
17438,艺苑桐城 南北通透三居 带装修 小区中间位置,艺苑桐城 , 3室2厅 , 126.17 ,17,7, 2个月以前发布,600.0,47555,大兴,116.33189,39.730101
17439,旧宫 德林园大四居 地铁一站地 电梯房 不临街 满五年 ,德林园 , 4室2厅 , 165.68 ,26,9, 3个月以前发布,750.0,45268,大兴,116.465305,39.818518
17440,清逸西园3居室 清逸西园3居室 清逸西园3居室 ,清逸西园 , 3室1厅 , 120.54 ,24,20, 7个月以前发布,530.0,43969,大兴,116.448937,39.80951
17441,清澄名苑北区 1室1厅 460万,清澄名苑北区 , 1室1厅 , 127.5 ,15,38, 9个月以前发布,460.0,36079,大兴,116.333603,39.743229
17442,滨河西里 南北通透 三居室 复式,滨河西里 , 3室2厅 , 120.92 ,74,10, 4个月以前发布,410.0,33907,大兴,116.346109,39.756539
17443,清源西里 2室1厅 450万,清源西里 , 2室1厅 , 90.87 ,3,0, 21天以前发布,450.0,49522,大兴,116.342088,39.749733
17444,红木林正规一居室使用面积55平米,红木林 , 1室1厅 , 44.3 ,37,19, 3个月以前发布,300.0,67721,大兴,116.332577,39.760321
17445,成和园 3室1厅 550万,成和园 , 3室1厅 , 133.28 ,3,2, 1个月以前发布,550.0,41267,大兴,116.442282,39.822793
17446,清源西里 东西南向 两居室 精装修 业主自住 看房方便,清源西里 , 2室1厅 , 72.16 ,10,8, 1个月以前发布,310.0,42961,大兴,116.342088,39.749733
17447,只有契税 诚意出售 中间楼层 不临街,小康东里 , 2室2厅 , 76.34 ,75,4, 2个月以前发布,350.0,45848,大兴,116.530566,39.827437
17448,兴海家园月苑  两居室  430万,兴海家园月苑 , 2室1厅 , 78.23 ,19,2, 2个月以前发布,430.0,54967,大兴,116.342803,39.799048
17449,双河南里   低楼层   南北三居室,双河南里 , 3室1厅 , 95.09 ,15,10, 1个月以前发布,360.0,37859,大兴,116.354542,39.738296
17450,幻星家园 南北通透二居 中高层光充足,幻星家园 , 2室2厅 , 103.43 ,7,8, 1个月以前发布,525.0,50759,大兴,116.463257,39.816966
17451,万科朗润园一期不临街小区中间位置全明南北通透大三居,朗润园一期 , 3室2厅 , 154.87 ,51,21, 4个月以前发布,970.0,62634,大兴,116.466857,39.810015
17452,长兴公寓 1室1厅 210万,长兴公寓 , 1室1厅 , 66.53 ,350,10, 5个月以前发布,210.0,31565,大兴,116.349041,39.731851
17453,首邑溪谷 2室1厅 350万,首邑溪谷 , 2室1厅 , 47.08 ,18,7, 1个月以前发布,350.0,74342,大兴,116.31681,39.768231
17454,首邑溪谷 2室1厅 372万,首邑溪谷 , 2室1厅 , 46.76 ,23,8, 1个月以前发布,372.0,79556,大兴,116.31681,39.768231
17455,清和园 3室1厅 420万,清和园 , 3室1厅 , 101.64 ,22,7, 1个月以前发布,420.0,41323,大兴,116.439254,39.811499
17456,德茂小区 2室2厅 290万,德茂小区 , 2室2厅 , 76.46 ,58,13, 1个月以前发布,290.0,37929,大兴,116.440103,39.787865
17457,此房是纯板楼，中间楼层，装修很不错，,兴海家园星苑 , 1室1厅 , 58.08 ,39,9, 1个月以前发布,325.0,55958,大兴,116.342803,39.797448
17458,巧克力城 南北通透两居     可直接观公园  无增值税,巧克力城 , 2室1厅 , 93 ,12,12, 1个月以前发布,515.0,55377,大兴,116.450891,39.822298
17459,兴都苑  南北通透  两居室  满五年 中间楼层,兴都苑 , 2室1厅 , 79 ,22,11, 2个月以前发布,370.0,46836,大兴,116.344664,39.802705
17460,商住两用loft，不限购，民水商电,马赛公馆 , 2室2厅 , 49.72 ,46,9, 1个月以前发布,200.0,40226,大兴,116.321661,39.751033
17461,清逸园 2室1厅 320万,清逸园 , 2室1厅 , 75.21 ,47,20, 2个月以前发布,320.0,42548,大兴,116.45457,39.809878
17462,滨河西里，中间楼层，满五年，好户型两居室在售,滨河西里 , 2室1厅 , 61.92 ,54,22, 3个月以前发布,290.0,46835,大兴,116.346109,39.756539
17463,首邑溪谷，挑高7.2米，带阁楼，免征增值税,首邑溪谷 , 2室1厅 , 47.08 ,42,11, 1个月以前发布,365.0,77528,大兴,116.31681,39.768231
17464,鹿海园三里南北通透小户型一居室,鹿海园三里 , 1室1厅 , 55.62 ,31,15, 1个月以前发布,255.0,45847,大兴,116.506305,39.765674
17465,旧宫北里拎包住南北通透两居室中间楼层有地铁商场  ,旧宫北里 , 2室1厅 , 100.88 ,47,16, 1个月以前发布,408.0,40445,大兴,116.461245,39.813343
17466,顺驰领海 六期南北精装四居 满两年,顺驰领海 , 4室2厅 , 147.41 ,34,12, 31天以前发布,750.0,50879,大兴,116.325341,39.781506
17467,漪景园 2室1厅 350万,漪景园 , 2室1厅 , 95.37 ,23,9, 2个月以前发布,350.0,36700,大兴,116.338014,39.713665
17468,枣园小区 南北通透H户型两居室 新格局 满五年,枣园小区 , 2室1厅 , 97.49 ,27,5, 28天以前发布,455.0,46672,大兴,116.334045,39.757413
17469,新安里  南北通透大两居室 中间通透楼层,新安里 , 2室1厅 , 90.11 ,37,5, 2个月以前发布,302.0,33515,大兴,116.36203,39.745873
17470,二居室2个卫生间精装修板楼南北通透,德林园 , 2室2厅 , 108.74 ,13,2, 4个月以前发布,530.0,48741,大兴,116.465305,39.818518
17471,宏盛家园 2室1厅 430万,宏盛家园 , 2室1厅 , 86.43 ,31,2, 2个月以前发布,430.0,49752,大兴,116.340189,39.800962
17472,康盛园 南北通透 三室兩卫 诚心出售,康盛园 , 3室1厅 , 138.41 ,11,5, 2个月以前发布,520.0,37570,大兴,116.320594,39.769022
17473,长兴公寓 两居室 满两年 电梯房 ,长兴公寓 , 2室1厅 , 74.88 ,24,1, 27天以前发布,270.0,36058,大兴,116.349041,39.731851
17474,车站中里 2室1厅 300万,车站中里 , 2室1厅 , 71.07 ,17,2, 24天以前发布,300.0,42212,大兴,116.341599,39.726005
17475,观音寺新区 4室2厅 550万,观音寺新区 , 4室2厅 , 176 ,2,1, 1个月以前发布,550.0,31250,大兴,116.354638,39.737223
17476,鸿坤理想城礼域府 南北通透 精装全齐 满两年税费低,鸿坤理想城礼域府 , 2室1厅 , 94.01 ,9,2, 28天以前发布,610.0,64887,大兴,116.348786,39.799417
17477,鸿坤理想城大满贯，精装开间改两居，诚意出售,鸿坤理想城大满贯 , 2室1厅 , 67.84 ,41,2, 30天以前发布,310.0,45696,大兴,116.350111,39.797633
17478,枣园东里 2室1厅 325万,枣园东里 , 2室1厅 , 71.75 ,275,21, 5个月以前发布,325.0,45297,大兴,116.341356,39.759364
17479,枣园尚城正规一居室中高楼层，采光好,枣园尚城 , 1室1厅 , 62.32 ,24,1, 28天以前发布,310.0,49744,大兴,116.333958,39.762158
17480,那尔水晶城 1室1厅 345万,那尔水晶城 , 1室1厅 , 69.23 ,24,3, 22天以前发布,345.0,49834,大兴,116.345128,39.763661
17481,车站北里 两居室 改造过 八小五中 地铁,车站北里 , 2室1厅 , 55.62 ,17,2, 29天以前发布,268.0,48185,大兴,116.342093,39.731799
17482,同华园，高楼层两居室，满两年，家居装修南北通透,同华园 , 2室1厅 , 74.2 ,61,3, 22天以前发布,290.0,39084,大兴,116.364295,39.797442
17483,精装修 南北通透的两居室 纯净水入户 一层前后带花园,美然绿色家园 , 1室1厅 , 67.66 ,33,20, 4个月以前发布,360.0,53208,大兴,116.460643,39.806976
17484,瑞海家园五区 报价450万 南北通透 三居室,瑞海家园五区 , 3室2厅 , 120.4 ,20,2, 1个月以前发布,450.0,37376,大兴,116.343657,39.788825
