id,简介,小区,户型,面积,关注人数,观看次数,发布时间,房价,单价/平,城区,经纬度
16639,南北双通透两居室，精装修，满五年住房,龙湖香醍漫步二区 , 2室1厅 , 95.46平米 ,23人关注 , 共1次带看 , 1个月以前发布,435,单价45569元/平米,顺义,"116.670768,40.209956"
16639,樱花园三区 2室1厅 290万,樱花园三区 , 2室1厅 , 92平米 ,14人关注 , 共5次带看 , 1个月以前发布,290,单价31522元/平米,顺义,"116.632377,40.033796"
16639,阳洲鑫园 3室1厅 350万,阳洲鑫园 , 3室1厅 , 100平米 ,9人关注 , 共3次带看 , 1个月以前发布,350,单价35000元/平米,顺义,"116.837063,40.164071"
16639,龙湖三区两居室，业主诚心卖，看房方便,龙湖香醍漫步三区 , 2室1厅 , 93.51平米 ,26人关注 , 共2次带看 , 2个月以前发布,413,单价44167元/平米,顺义,"116.671037,40.212794"
16639,樱花园二区 1室0厅 178万,樱花园二区 , 1室0厅 , 35.33平米 ,271人关注 , 共12次带看 , 2个月以前发布,178,单价50383元/平米,顺义,"116.632799,40.031538"
16639,香花畦家园 3室1厅 820万,香花畦家园 , 3室1厅 , 146.59平米 ,12人关注 , 共1次带看 , 2个月以前发布,820,单价55939元/平米,顺义,"116.554991,40.116654"
16639,朝南向大一居 落地窗 精装修 中间楼层 采光好,馨港庄园三区 , 1室2厅 , 66.16平米 ,28人关注 , 共1次带看 , 2个月以前发布,255,单价38543元/平米,顺义,"116.675955,40.037646"
16639,石园东苑 精装修 满五年 看房方便,石园东苑 , 2室1厅 , 96平米 ,13人关注 , 共7次带看 , 2个月以前发布,375,单价39063元/平米,顺义,"116.673369,40.111803"
16639,建新南区 2室1厅 295万,建新南区 , 2室1厅 , 63平米 ,12人关注 , 共5次带看 , 2个月以前发布,295,单价46826元/平米,顺义,"116.659766,40.128078"
16639,万科四季花城 3室2厅 685万,万科四季花城 , 3室2厅 , 133.42平米 ,9人关注 , 共4次带看 , 2天以前发布,685,单价51342元/平米,顺义,"116.646296,40.132553"
16639,万科城市花园 4室2厅 910万,万科城市花园 , 4室2厅 , 226.34平米 ,175人关注 , 共29次带看 , 一年前发布,910,单价40206元/平米,顺义,"116.560168,40.110054"
16639,樱花园三区 南北通透 四居大复式,樱花园三区 , 4室2厅 , 159.11平米 ,54人关注 , 共14次带看 , 9个月以前发布,365,单价22941元/平米,顺义,"116.632377,40.033796"
16639,满五年住房，2居室，自住，可看随时签约,石园西区 , 2室1厅 , 84平米 ,37人关注 , 共3次带看 , 4个月以前发布,300,单价35715元/平米,顺义,"116.669988,40.116534"
16639,三山新新家园 3室2厅 528万,三山新新家园 , 3室2厅 , 132平米 ,38人关注 , 共5次带看 , 11个月以前发布,528,单价40000元/平米,顺义,"116.541005,40.103325"
16639,双兴东区 2室1厅 360万,双兴东区 , 2室1厅 , 84.11平米 ,5人关注 , 共1次带看 , 4个月以前发布,360,单价42802元/平米,顺义,"116.664599,40.144969"
16639,后街花园 1室1厅 350万,后街花园 , 1室1厅 , 69.61平米 ,6人关注 , 共1次带看 , 3个月以前发布,350,单价50281元/平米,顺义,"116.545444,40.1154"
16639,西辛南区 3室1厅 410万,西辛南区 , 3室1厅 , 112.68平米 ,8人关注 , 共2次带看 , 3个月以前发布,410,单价36387元/平米,顺义,"116.649455,40.141789"
16639,吉祥花园距地铁15#花梨坎站262米满五只一套95平三居,空港吉祥花园 , 3室2厅 , 94.66平米 ,16人关注 , 共15次带看 , 1个月以前发布,530,单价55990元/平米,顺义,"116.560215,40.093"
16639,阿凯笛亚庄园 4室2厅 1150万,阿凯笛亚庄园 , 4室2厅 , 209.3平米 ,9人关注 , 共0次带看 , 30天以前发布,1150,单价54946元/平米,顺义,"116.532301,40.119598"
16639,西辛南区 1室1厅 186万,西辛南区 , 1室1厅 , 37.73平米 ,302人关注 , 共64次带看 , 1个月以前发布,186,单价49298元/平米,顺义,"116.649455,40.141789"
16639,首都机场西平里精装两居随时看房,西平里 , 2室1厅 , 83平米 ,13人关注 , 共30次带看 , 1个月以前发布,350,单价42169元/平米,顺义,"116.596995,40.050014"
16639,中铁花溪渡 养心大三居 南北花园 满两年,中铁花溪渡 , 3室2厅 , 129.77平米 ,131人关注 , 共32次带看 , 7个月以前发布,580,单价44695元/平米,顺义,"116.664815,40.189938"
16639,拎包入住 电梯复式 距离地铁15号线1197米,双裕花园东区 , 3室2厅 , 168平米 ,50人关注 , 共20次带看 , 2个月以前发布,780,单价46429元/平米,顺义,"116.559275,40.113935"
16639,诚心卖 看房方便东南朝向的公摊小,南竺园 , 2室1厅 , 71.23平米 ,27人关注 , 共13次带看 , 24天以前发布,265,单价37204元/平米,顺义,"116.599448,40.048301"
16639,望潮家园 2室1厅 406万,望潮家园 , 2室1厅 , 113.34平米 ,10人关注 , 共0次带看 , 1个月以前发布,406,单价35822元/平米,顺义,"116.693092,40.123469"
16639,莱蒙湖 联排中间户型 精装修 带租约,莱蒙湖别墅 , 4室2厅 , 315.78平米 ,77人关注 , 共18次带看 , 一年前发布,1700,单价53835元/平米,顺义,"116.548935,40.074141"
16639,精装婚房推荐 免税学区 成熟配套,怡馨家园 , 2室1厅 , 89.56平米 ,33人关注 , 共0次带看 , 5个月以前发布,400,单价44663元/平米,顺义,"116.654682,40.125799"
16639,石园南区 2室1厅 350万,石园南区 , 2室1厅 , 93.7平米 ,7人关注 , 共0次带看 , 1个月以前发布,350,单价37354元/平米,顺义,"116.668841,40.113345"
16639,龙府花园 3室1厅 350万,龙府花园 , 3室1厅 , 106平米 ,36人关注 , 共0次带看 , 3个月以前发布,350,单价33019元/平米,顺义,"116.658337,40.147875"
16639,吉祥两居室 75平米 西南朝向 简单装修,空港吉祥花园 , 2室1厅 , 75.25平米 ,24人关注 , 共0次带看 , 2个月以前发布,430,单价57143元/平米,顺义,"116.560215,40.093"
16639,东亚首航国际 1室1厅 145万,东亚首航国际 , 1室1厅 , 52.8平米 ,131人关注 , 共39次带看 , 1个月以前发布,145,单价27463元/平米,顺义,"116.605239,40.134877"
16639,精装独栋，南北通透，诚意出售，随时签约,龙苑别墅 , 5室3厅 , 334.53平米 ,31人关注 , 共12次带看 , 1个月以前发布,1250,单价37366元/平米,顺义,"116.670192,40.16455"
16639,智地香蜜湾  两居室  精装修  满五年业主在京就一套房,智地香蜜湾 , 2室1厅 , 88.97平米 ,2人关注 , 共0次带看 , 1个月以前发布,550,单价61819元/平米,顺义,"116.545553,40.103666"
16639,建新南区 2室1厅 257万,建新南区 , 2室1厅 , 51.88平米 ,17人关注 , 共31次带看 , 3个月以前发布,257,单价49538元/平米,顺义,"116.659766,40.128078"
16639,佳和宜园，毛坯三居室，南北通透,佳和宜园 , 3室1厅 , 139.82平米 ,69人关注 , 共32次带看 , 2个月以前发布,450,单价32185元/平米,顺义,"116.655693,40.180093"
16639,南北通透，精装三居，高楼层，满二年，拎包入住。 ,金汉绿港五区 , 3室1厅 , 134.76平米 ,26人关注 , 共36次带看 , 1个月以前发布,585,单价43411元/平米,顺义,"116.664712,40.14103"
16639,中建国际城 3室1厅 445万,中建国际城 , 3室1厅 , 94.76平米 ,10人关注 , 共25次带看 , 1个月以前发布,445,单价46961元/平米,顺义,"116.646839,40.122206"
16639,中铁花溪渡精装三居室 满二年 有一个产权车位！,中铁花溪渡 , 3室1厅 , 128.8平米 ,60人关注 , 共36次带看 , 3个月以前发布,520,单价40373元/平米,顺义,"116.664815,40.189938"
16639,恒丰花园，独栋别墅！双证！业主诚意出售！,恒丰花园 , 5室2厅 , 360.17平米 ,8人关注 , 共1次带看 , 1个月以前发布,1300,单价36095元/平米,顺义,"116.677039,40.175922"
16639, 朝南大两局 产权清晰 只有契税,埃力生 , 2室1厅 , 117.69平米 ,17人关注 , 共25次带看 , 2个月以前发布,350,单价29740元/平米,顺义,"116.597366,40.05421"
16639,双兴北区 复式五居室  送露台  家庭首套房 满五年,双兴北区 , 5室2厅 , 149.34平米 ,11人关注 , 共7次带看 , 2个月以前发布,480,单价32142元/平米,顺义,"116.660013,40.147758"
16639,龙湖香醍漫步二区 2室1厅 415万,龙湖香醍漫步二区 , 2室1厅 , 94.91平米 ,25人关注 , 共6次带看 , 2个月以前发布,415,单价43726元/平米,顺义,"116.670768,40.209956"
16639,空港吉祥花园 1室1厅 320万,空港吉祥花园 , 1室1厅 , 52平米 ,125人关注 , 共6次带看 , 3个月以前发布,320,单价61539元/平米,顺义,"116.560215,40.093"
16639,香悦四季 2室1厅 375万,香悦四季 , 2室1厅 , 79.78平米 ,5人关注 , 共0次带看 , 2天以前发布,375,单价47005元/平米,顺义,"116.665923,40.186753"
16639,馨港庄园三区 2室2厅 295万,馨港庄园三区 , 2室2厅 , 89.44平米 ,78人关注 , 共85次带看 , 3个月以前发布,295,单价32984元/平米,顺义,"116.675955,40.037646"
16639,北京方糖 1室1厅 260万,北京方糖 , 1室1厅 , 53平米 ,29人关注 , 共44次带看 , 1个月以前发布,260,单价49057元/平米,顺义,"116.564402,40.108073"
16639,金汉绿港 东南三居 精装修 拎包入住,金汉绿港五区 , 3室1厅 , 112平米 ,23人关注 , 共60次带看 , 3个月以前发布,492,单价43929元/平米,顺义,"116.664712,40.14103"
16639,低楼层  正规两居  南北通透 顺义地铁站 业主诚意出售,东兴一区 , 2室1厅 , 79.32平米 ,58人关注 , 共40次带看 , 3个月以前发布,318,单价40091元/平米,顺义,"116.6709,40.137772"
16639,下坡屯家园一区 2室1厅 245万,下坡屯家园一区 , 2室1厅 , 78.34平米 ,128人关注 , 共55次带看 , 3个月以前发布,245,单价31274元/平米,顺义,"116.679497,40.227613"
16639,东兴一区 2室1厅 315万,东兴一区 , 2室1厅 , 79.01平米 ,10人关注 , 共6次带看 , 2天以前发布,315,单价39869元/平米,顺义,"116.6709,40.137772"
16639,怡馨家园 1室1厅 345万,怡馨家园 , 1室1厅 , 75.41平米 ,34人关注 , 共3次带看 , 1个月以前发布,345,单价45750元/平米,顺义,"116.654682,40.125799"
16639,石园南区 2室1厅 320万,石园南区 , 2室1厅 , 85.89平米 ,14人关注 , 共1次带看 , 1个月以前发布,320,单价37257元/平米,顺义,"116.668841,40.113345"
16639,东兴一区 2室1厅 340万,东兴一区 , 2室1厅 , 79平米 ,19人关注 , 共5次带看 , 2个月以前发布,340,单价43038元/平米,顺义,"116.6709,40.137772"
16639,江山赋 2室1厅 550万,江山赋 , 2室1厅 , 97平米 ,184人关注 , 共145次带看 , 7个月以前发布,550,单价56702元/平米,顺义,"116.559953,40.117154"
16639,龙湖精装修 独栋别墅 随时看房,龙湖香醍漫步四区南区 , 独栋别墅 , 5室3厅 ,115人关注 , 共86次带看 , 2个月以前发布,1100,单价39103元/平米,顺义,"116.671487,40.213114"
16639,马坡花园二区 4室2厅 450万,马坡花园二区 , 4室2厅 , 124.97平米 ,0人关注 , 共0次带看 , 7天以前发布,450,单价36009元/平米,顺义,"116.661657,40.18394"
16639,顶层大复式，精装修，满五年，诚心出售,双兴南区 , 4室3厅 , 192平米 ,29人关注 , 共7次带看 , 3个月以前发布,750,单价39063元/平米,顺义,"116.659297,40.14532"
16639,御墅一期 满五年 精装修 带水系,御墅一期 , 独栋别墅 , 5室3厅 ,22人关注 , 共8次带看 , 4个月以前发布,1600,单价35161元/平米,顺义,"116.696717,40.11804"
16639,水木兰亭 精装上叠 诚意出售 满五,水木兰亭 , 3室2厅 , 168.95平米 ,56人关注 , 共45次带看 , 4个月以前发布,950,单价56230元/平米,顺义,"116.565327,40.069623"
16639,双裕小区 1室1厅 235万,双裕小区 , 1室1厅 , 45.94平米 ,163人关注 , 共14次带看 , 30天以前发布,235,单价51154元/平米,顺义,"116.561056,40.112912"
16639,婚房装修正规一居室南向采光好。,焦各庄街2号院 , 1室1厅 , 67平米 ,107人关注 , 共44次带看 , 2个月以前发布,198,单价29553元/平米,顺义,"116.625568,40.137845"
16639,满五年 只有契税 近地铁 南北朝向 两居,莲竹花园 , 2室1厅 , 77.25平米 ,71人关注 , 共15次带看 , 24天以前发布,340,单价44013元/平米,顺义,"116.565033,40.077159"
16639,业主换房 诚心出售 有钥匙看房随时,东亚首航国际 , 1室0厅 , 43平米 ,122人关注 , 共30次带看 , 2个月以前发布,110,单价25582元/平米,顺义,"116.605239,40.134877"
16639,樱花园二区 5室2厅 500万,樱花园二区 , 5室2厅 , 224.9平米 ,4人关注 , 共0次带看 , 19天以前发布,500,单价22233元/平米,顺义,"116.632799,40.031538"
16639,东方太阳城 2室2厅 460万,东方太阳城 , 2室2厅 , 141平米 ,10人关注 , 共3次带看 , 29天以前发布,460,单价32625元/平米,顺义,"116.722221,40.087052"
16639,09年电梯洋房，南北通透两居，温馨舒适。,顺鑫花语 , 2室1厅 , 95.86平米 ,7人关注 , 共1次带看 , 22天以前发布,400,单价41728元/平米,顺义,"116.558192,40.162583"
16639,三山新新家园 3居 中间楼层 南北通透 附带地下室,三山新新家园 , 3室1厅 , 95.25平米 ,9人关注 , 共3次带看 , 23天以前发布,450,单价47245元/平米,顺义,"116.541005,40.103325"
16639,仓上家园 08年电梯房 明厨明卫 拎包入住,仓上家园 , 2室2厅 , 96.21平米 ,54人关注 , 共28次带看 , 2个月以前发布,375,单价38978元/平米,顺义,"116.659362,40.120437"
16639,双裕西区1+2大复式 带70平米花园 正规四居室 南北通透,双裕花园西区 , 4室2厅 , 167平米 ,68人关注 , 共55次带看 , 6个月以前发布,800,单价47905元/平米,顺义,"116.555368,40.113521"
16639,天竺花园 4室2厅 560万,天竺花园 , 4室2厅 , 187.9平米 ,38人关注 , 共12次带看 , 2个月以前发布,560,单价29804元/平米,顺义,"116.571828,40.066974"
16639,金汉绿港二区 4室2厅 710万,金汉绿港二区 , 4室2厅 , 173.95平米 ,62人关注 , 共39次带看 , 6个月以前发布,710,单价40817元/平米,顺义,"116.6708,40.139004"
16639,马坡花园二区  满五年 南北通透,马坡花园二区 , 3室2厅 , 124.97平米 ,36人关注 , 共10次带看 , 5个月以前发布,355,单价28407元/平米,顺义,"116.661657,40.18394"
16639,南竺园 3室1厅 363万,南竺园 , 3室1厅 , 95.53平米 ,9人关注 , 共12次带看 , 20天以前发布,363,单价37999元/平米,顺义,"116.599448,40.048301"
16639,金宝城两居室 业主诚意出售 看房方便,金宝城北区 , 2室1厅 , 93平米 ,9人关注 , 共7次带看 , 29天以前发布,369,单价39678元/平米,顺义,"116.666703,40.182178"
16639,石园东区 1室1厅 275万,石园东区 , 1室1厅 , 64.11平米 ,5人关注 , 共9次带看 , 17天以前发布,275,单价42896元/平米,顺义,"116.673834,40.116557"
16639,观景两层住宅 配套齐全 业主诚心出售,双兴南区 , 4室2厅 , 180.18平米 ,18人关注 , 共2次带看 , 2个月以前发布,650,单价36076元/平米,顺义,"116.659297,40.14532"
16639,蓝星花园 电梯三居室 中间楼层，业主自住房,蓝星花园 , 3室2厅 , 137平米 ,78人关注 , 共8次带看 , 一年前发布,550,单价40146元/平米,顺义,"116.560389,40.094933"
16639,阿凯笛亚庄园 4室3厅 1550万,阿凯笛亚庄园 , 4室3厅 , 357平米 ,29人关注 , 共30次带看 , 7个月以前发布,1550,单价43418元/平米,顺义,"116.532301,40.119598"
16639,双阳南区 毛坯顶层带露台业主诚售,双阳南区 , 5室2厅 , 174.68平米 ,38人关注 , 共2次带看 , 9个月以前发布,345,单价19751元/平米,顺义,"116.840824,40.161336"
16639,江山赋 中间层三居室 精装修 拎包入住,江山赋 , 3室1厅 , 105.22平米 ,57人关注 , 共11次带看 , 1个月以前发布,288,单价27372元/平米,顺义,"116.559953,40.117154"
16639,正规南北通透两居室 中间楼层，2001年建成。,西辛南区 , 2室1厅 , 70.25平米 ,74人关注 , 共73次带看 , 4个月以前发布,308,单价43844元/平米,顺义,"116.649455,40.141789"
16639,胜利小区一室一厅 南北通透 诚意出售 ,胜利小区 , 1室1厅 , 60平米 ,60人关注 , 共25次带看 , 2个月以前发布,245,单价40834元/平米,顺义,"116.659056,40.14159"
16639,滨河小区  两居室户型 中间楼层 诚售,滨河小区 , 2室1厅 , 72.63平米 ,44人关注 , 共39次带看 , 5个月以前发布,269,单价37038元/平米,顺义,"116.688628,40.123965"
